Price;Beds;Baths;Sq Ft;State;Street;City;Zip;Lot Size;Garage Spots;Walkability
489000.0;3.2766497461928936;2.707908163265306;2359.2199488491046;;TBD S Pheasant; Lava Hot Springs;ID 83246;;;
280000.0;3.2766497461928936;2.707908163265306;2359.2199488491046;;Salmon River Meadows Lots 61 & 62 Mdws; Salmon;ID 83467;;;
140000.0;3.2766497461928936;2.707908163265306;2359.2199488491046;;Salmon River Meadows Lot 62 Mdws; Salmon;ID 83467;;;
140000.0;3.2766497461928936;2.707908163265306;2359.2199488491046;;Salmon River Meadows Lot 61 Mdws; Salmon;ID 83467;;;
49500.0;3.2766497461928936;2.707908163265306;2359.2199488491046;;nkn Pheasant Dr; Salmon;ID 83467;;;
14000.0;3.2766497461928936;2.707908163265306;2359.2199488491046;;TBD N Jade Dr; Salmon;ID 83467;;;
99000.0;3.2766497461928936;2.707908163265306;2359.2199488491046;;Lots 2&3 Gold Valley Dr; Salmon;ID 83467;;;
52000.0;3.2766497461928936;2.707908163265306;2359.2199488491046;;NKN Gold Valley Dr Lot 3; Salmon;ID 83467;;;
349000.0;3.2766497461928936;2.707908163265306;2359.2199488491046;;TBD Diamond Creek Rd; Salmon;ID 83467;;;
35000.0;3.2766497461928936;2.707908163265306;2359.2199488491046;;TBD Galena St; Salmon;ID 83467;;;
165000.0;3.2766497461928936;2.707908163265306;2359.2199488491046;;NKN Bitterroot Loop; Salmon;ID 83467;;;
99000.0;3.2766497461928936;2.707908163265306;2359.2199488491046;;TBD Lark Ave; Salmon;ID 83467;;;
498000.0;3.2766497461928936;2.707908163265306;2359.2199488491046;;TBD Fife Ln; Salmon;ID 83467;;;
15000.0;3.2766497461928936;2.707908163265306;2359.2199488491046;;TBD Chukar Cir; Salmon;ID 83467;;;
50000.0;3.2766497461928936;2.707908163265306;2359.2199488491046;;TBD Chukar Circle And Old Stage Rd #4; Salmon;ID 83467;0.33 acre lot;;Car-dependent
120000.0;3.2766497461928936;2.707908163265306;2359.2199488491046;;Lot 7 Sagebrush Ave; Salmon;ID 83467;3.7 acre lot;;Car-dependent
150000.0;3.2766497461928936;2.707908163265306;2359.2199488491046;;TBD Blm Dr; Salmon;ID 83467;5.18 acre lot;;Car-dependent
56500.0;3.2766497461928936;2.707908163265306;2359.2199488491046;;TBD Gold Valley Dr Lot 2; Salmon;ID 83467;1.85 acre lot;;Car-dependent
69500.0;3.2766497461928936;2.707908163265306;2359.2199488491046;;TBD Easy St; Salmon;ID 83467;0.32 acre lot;;
499000.0;3.2766497461928936;2.707908163265306;2359.2199488491046;;TBD Arrowhead Dr; Salmon;ID 83467;;;
423990.0;4.0;2.5;3134.0;;Powell W/ Finished Basement Plan; Sheffield Lake;OH 44054;;;Car-dependent
459990.0;4.0;2.5;2756.0;;5582 Whispering Pines Ln; Sheffield Village;OH 44054;8,712 sq ft lot;2 garage spots;
478000.0;2.0;2.0;1588.0;;Palazzo Plan; Sheffield Village;OH 44035;;;Car-dependent
604000.0;2.0;2.0;2166.0;;Verona Plan; Sheffield Village;OH 44035;;;Car-dependent
569000.0;2.0;2.0;1986.0;;Torino Plan; Sheffield Village;OH 44035;;;Car-dependent
745700.0;2.0;2.0;2073.0;;5302 Charlotte's Way; Sheffield Village;OH 44035;;;
744700.0;3.0;2.0;2053.0;;5305 Charlotte's Way; Sheffield Village;OH 44035;;;
499990.0;4.0;2.5;4009.0;;Corsica w/ Finished Basement Plan; Sheffield Lake;OH 44054;;;
480500.0;2.0;2.0;1600.0;;5318 Charlotte's Way; Sheffield Village;OH 44035;;;
543000.0;3.0;3.0;2053.0;;Promenade Plan; Sheffield Village;OH 44035;;;
598000.0;3.0;3.0;1776.0;;Portico Plan; Sheffield Village;OH 44035;;;
439990.0;3.0;2.0;3006.0;;Cumberland w/ Finished Basement Plan; Sheffield Lake;OH 44054;;;
439990.0;4.0;2.5;3645.0;;Roanoke w/ Finished Basement Plan; Sheffield Lake;OH 44054;;;
469990.0;3.0;2.0;3330.0;;Savannah w/ Finished Basement Plan; Sheffield Lake;OH 44054;;;
644000.0;2.0;2.0;1986.0;;Torino Plan; Sheffield Village;OH 44035;;;
499000.0;3.0;2.0;1610.0;;5590 Ford Rd; Sheffield Village;OH 44035;;;
249900.0;3.0;2.0;1483.0;;966 Roberts St; Sheffield Lake;OH 44054;6,098 sq ft lot;2 garage spots;Car-dependent
139999.0;4.0;2.0;1600.0;;3004 Cromwell Dr; Lorain;OH 44052;7,801 sq ft lot;;Car-dependent
269000.0;4.0;2.0;1732.0;;787 Lafayette Blvd; Sheffield Lake;OH 44054;0.35 acre lot;2 garage spots;Car-dependent
55000.0;2.0;1.0;936.0;;3144 Camden Ave; Lorain;OH 44055;4,356 sq ft lot;;Car-dependent
55000.0;2.0;1.0;952.0;;3326 Camden Ave; Lorain;OH 44055;4,356 sq ft lot;;Car-dependent
350000.0;3.0;1.0;2220.1136363636365;;41957 N Ridge Rd; Elyria;OH 44035;0.86 acre lot;;Car-dependent
164900.0;4.0;2.0;1066.0;;715 Euclid Ave; Lorain;OH 44052;;;
140000.0;3.0;1.0;1066.0;;917 Euclid Ave; Lorain;OH 44052;;;
135000.0;3.0;1.0;1344.0;;1712 E 31st St; Lorain;OH 44055;;;
635000.0;4.0;2.5;3604.0;;3617 Weston Dr; Avon;OH 44011;;;
369900.0;3.0;2.5;1849.0;;38433 Country Meadow Way; North Ridgeville;OH 44039;;;
95000.0;3.0;1.0;2220.1136363636365;;1617 Ohio Ave; Lorain;OH 44052;;;
27000.0;3.4444444444444446;2.411111111111111;2220.1136363636365;;V/l Robinwood Ave; Sheffield Lake;OH 44054;;;
24000.0;3.4444444444444446;2.411111111111111;2220.1136363636365;;Lot 48 Lakeview Ave; Sheffield Lake;OH 44054;;;
24000.0;3.4444444444444446;2.411111111111111;2220.1136363636365;;Lot 50 Lakeview Ave; Sheffield Lake;OH 44054;;;
24000.0;3.4444444444444446;2.411111111111111;2220.1136363636365;;Lot F-52 Lakeview Ave; Sheffield Lake;OH 44054;;;
24000.0;3.4444444444444446;2.411111111111111;2220.1136363636365;;Lot 54 Lakeview Ave; Sheffield Lake;OH 44054;;;
32000.0;3.4444444444444446;2.411111111111111;2220.1136363636365;;Lot 96 Mapleview Ave; Sheffield Lake;OH 44054;;;
24000.0;3.4444444444444446;2.411111111111111;2220.1136363636365;;0 Mapleview Ave; Sheffield Lake;OH 44054;;;
32000.0;3.4444444444444446;2.411111111111111;2220.1136363636365;;0 Lakeview Ave; Sheffield Lake;OH 44054;;;
389999.0;2.0;1.0;718.0;;161896 N 4337 Rd; Tuskahoma;OK 74574;2.56 acre lot;;Car-dependent
260000.0;2.0;2.0;988.0;;36919 Sh-63; Talihina;OK 74571;3.26 acre lot;;Car-dependent
180000.0;4.0;2.0;1456.0;;405 Prewitt St; Talihina;OK 74571;0.27 acre lot;;Car-dependent
399000.0;2.0;1.0;603.0;;161720 N 4335 Rd; Clayton;OK 74536;0.7 acre lot;;Car-dependent
285000.0;3.0;2.0;3104.0;;52390 Ridge Rd; Talihina;OK 74571;;;
399000.0;2.0;1.0;526.0;;161997 N 4333 Rd; Clayton;OK 74536;;;
175000.0;3.0;1.5;1170.0;;43801 XN Rnch; Talihina;OK 74571;;;
170000.0;3.0;1.0;1125.0;;43829 XN Rnch; Talihina;OK 74571;;;
160000.0;3.0;1.5;1800.0;;10451 SE 220 Rd; Talihina;OK 74571;;;
1120500.0;4.0;4.5;4277.0;;59917 350th Ave; Talihina;OK 74571;;;
499000.0;3.0;2.0;2436.0;;15869 1150 Ave; Talihina;OK 74571;;;
32000.0;2.9665924276169267;2.3975501113585747;2114.303370786517;;444123 US Highway 271; Tuskahoma;OK 74574;;;
53000.0;2.9665924276169267;2.3975501113585747;2114.303370786517;;Tract 6 Hwy 271; Tuskahoma;OK 74574;;;
53000.0;2.9665924276169267;2.3975501113585747;2114.303370786517;;Tract 5 Hwy 271; Tuskahoma;OK 74574;;;
93000.0;2.9665924276169267;2.3975501113585747;2114.303370786517;;Tract 2 Hwy 271; Tuskahoma;OK 74574;;;
93000.0;2.9665924276169267;2.3975501113585747;2114.303370786517;;Tract 1 Hwy 271; Tuskahoma;OK 74574;;;
112000.0;2.9665924276169267;2.3975501113585747;2114.303370786517;;3718 Hacienda; Tuskahoma;OK 74574;;;
74000.0;2.9665924276169267;2.3975501113585747;2114.303370786517;;000 E County Road 1620 Rd; Talihina;OK 74571;;;
375000.0;2.9665924276169267;2.3975501113585747;2114.303370786517;;SE 230th; Talihina;OK 74571;;;
350000.0;2.9665924276169267;2.3975501113585747;2114.303370786517;;000 Post Oak Rd; Talihina;OK 74571;;;
70000.0;2.9665924276169267;2.3975501113585747;2114.303370786517;;Tract C TBD N4550 Rd; Whitesboro;OK 74577;;;
70000.0;2.9665924276169267;2.3975501113585747;2114.303370786517;;Tract B TBD N4550 Rd; Whitesboro;OK 74577;;;
70000.0;2.9665924276169267;2.3975501113585747;2114.303370786517;;Tract A TBD N4550 Rd; Whitesboro;OK 74577;;;
399000.0;3.0;2.5;2120.0;;11893 S Dixie Hwy; Sonora;KY 42776;1.5 acre lot;3 garage spots;Car-dependent
140000.0;3.0;2.0;1300.0;;2274 Silver Mine Rd; Sonora;KY 42776;3.21 acre lot;2 garage spots;Car-dependent
240000.0;3.0;1.0;1804.0;;266 W Western Ave; Sonora;KY 42776;0.38 acre lot;;Car-dependent
215000.0;4.0;3.0;2030.0;;410 Oak Hill Rd; Sonora;KY 42776;1.38 acre lot;2 garage spots;Car-dependent
249900.0;3.314814814814815;2.2058823529411766;2024.0833333333333;;0 Sonora Hardin Springs Rd; Sonora;KY 42776;9.9 acre lot;;Car-dependent
392000.0;3.314814814814815;2.2058823529411766;2024.0833333333333;;00 S Dixie Hwy; Sonora;KY 42776;;;
212500.0;3.314814814814815;2.2058823529411766;2024.0833333333333;;Lot 2 Cox Run S Dixie Hwy; Sonora;KY 42776;;;
212500.0;3.314814814814815;2.2058823529411766;2024.0833333333333;;Lot 2; Cox Run S Dixie Hwy;Sonora, KY 42776;;;
93300.0;3.314814814814815;2.2058823529411766;2024.0833333333333;;Tract 8 Munfordville Rd; Sonora;KY 42776;;;
400000.0;3.314814814814815;2.2058823529411766;2024.0833333333333;;lot 1 S Dixie Hwy; Sonora;KY 42776;;;
400000.0;3.314814814814815;2.2058823529411766;2024.0833333333333;;lot 2 S Dixie Hwy; Sonora;KY 42776;;;
202900.0;2.0;1.0;960.0;;9720 Millerstown Rd; Clarkson;KY 42726;0.76 acre lot;2 garage spots;Car-dependent
179000.0;1.0;1.0;672.0;;Tract 6 Wax Rd; Clarkson;KY 42726;1.58 acre lot;;Car-dependent
425000.0;3.0;2.0;2110.0;;272 Heying Ln; Hodgenville;KY 42748;;2 garage spots;Car-dependent
225900.0;3.0;2.0;1400.0;;1270 Sandstone Ridge Rd; Bonnieville;KY 42713;0.75 acre lot;2 garage spots;Car-dependent
164900.0;3.0;2.0;1536.0;;3744 Mt Zion Church Rd; Magnolia;KY 42757;4.44 acre lot;;
519999.0;3.0;2.0;1664.0;;10435 Millerstown Road Rd; Clarkson;KY 42726;;;
653057.9816291999;3.0;2.0;1456.0;;235 Middle Creek Rd; Hodgenville;KY 42748;;;
132000.0;2.0;1.0;700.0;;10976 Sonora Hardin Springs Rd; Eastview;KY 42732;;;
349000.0;3.314814814814815;2.2058823529411766;2024.0833333333333;;3324 Mt Zion Church Rd; Munfordville;KY 42765;;;
439900.0;5.0;3.0;3619.0;;115 Poplar Ave; Magnolia;KY 42757;;;
199900.0;4.0;2.0;1972.0;;118 Shoffner Loop; Hodgenville;KY 42748;;;
255000.0;4.0;2.5;1809.0;;10876 Sonora Hardin Springs Rd; Eastview;KY 42732;;;
253000.0;3.0;2.0;1200.0;;162 Parkers Loop; Hodgenville;KY 42748;;;
199000.0;3.314814814814815;2.2058823529411766;2024.0833333333333;;TRACT 3 Lanny Heath Rd; Upton;KY 42784;;;
249900.0;3.314814814814815;2.2058823529411766;2024.0833333333333;;TRACT 2 Lanny Heath Rd; Upton;KY 42784;;;
96000.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;6127 32nd Ave Lot 3; Shellsburg;IA 52332;;;Car-dependent
454900.0;4.0;3.0;3100.0;;211 Wildcat Trl SW; Shellsburg;IA 52233;0.45 acre lot;3 garage spots;Car-dependent
400000.0;3.0;2.0;1657.0;;409 Eagle Ct; Shellsburg;IA 52332;0.33 acre lot;3 garage spots;Car-dependent
59900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 12 Wildcat Ests; Shellsburg;IA 52332;0.29 acre lot;;Car-dependent
29900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 17 Wildcat Ests; Shellsburg;IA 52332;7,405 sq ft lot;;Car-dependent
29900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 18 Wildcat Ests; Shellsburg;IA 52332;;;
29900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 19 Wildcat Ests; Shellsburg;IA 52332;;;
29900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 20 Wildcat Ests; Shellsburg;IA 52332;;;
29900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 14 Wildcat Est; Shellsburg;IA 52332;;;
33900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 39 Wildcat Ests; Shellsburg;IA 52332;;;
33900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 40 Wildcat Ests; Shellsburg;IA 52332;;;
33900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 38 Wildcat Ests; Shellsburg;IA 52332;;;
59900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 26 Wildcat Ests; Shellsburg;IA 52332;;;
33900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 37 Wildcat Ests; Shellsburg;IA 52332;;;
33900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 41 Wildcat Ests; Shellsburg;IA 52332;;;
59900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 25 Wildcat Ests; Shellsburg;IA 52332;;;
59900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 24 Wildcat Ests; Shellsburg;IA 52332;;;
33900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 42 Wildcat Ests; Shellsburg;IA 52332;;;
33900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 43 Wildcat Ests; Shellsburg;IA 52332;;;
33900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 44 Wildcat Ests; Shellsburg;IA 52332;;;
59900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 23 Wildcat Ests; Shellsburg;IA 52332;;;
33900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 45 Wildcat Ests; Shellsburg;IA 52332;;;
59900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 22 Wildcat Ests; Shellsburg;IA 52332;;;
59900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 21 Wildcat Ests; Shellsburg;IA 52332;;;
29900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 36 Wildcat Ests; Shellsburg;IA 52332;;;
29900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 35 Wildcat Ests; Shellsburg;IA 52332;;;
29900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 34 Wildcat Ests; Shellsburg;IA 52332;;;
29900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 33 Wildcat Ests; Shellsburg;IA 52332;;;
29900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 32 Wildcat Ests; Shellsburg;IA 52332;;;
29900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 31 Wildcat Ests; Shellsburg;IA 52332;;;
29900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 29 Wildcat Ests; Shellsburg;IA 52332;;;
29900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 30 Wildcat Ests; Shellsburg;IA 52332;;;
36900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 47 Wildcat Ests; Shellsburg;IA 52332;;;
36900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 48 Wildcat Ests; Shellsburg;IA 52332;;;
29900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 28 Wildcat Ests; Shellsburg;IA 52332;;;
29900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 27 Wildcat Ests; Shellsburg;IA 52332;;;
36900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 46 Wildcat Ests; Shellsburg;IA 52332;;;
59900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 10 Wildcat Ests; Shellsburg;IA 52332;;;
29900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 13 Wildcat Ests; Shellsburg;IA 52332;;;
59900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 9 Wildcat Ests; Shellsburg;IA 52332;;;
59900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 11 Wildcat Ests; Shellsburg;IA 52332;0.27 acre lot;;Car-dependent
59900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 8 Wildcat Ests; Shellsburg;IA 52332;0.25 acre lot;;Car-dependent
59900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 5 Wildcat Ests; Shellsburg;IA 52332;0.25 acre lot;;Car-dependent
59900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 6 Wildcat Ests; Shellsburg;IA 52332;0.25 acre lot;;Car-dependent
63900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 4 Wildcat Ests; Shellsburg;IA 52332;0.25 acre lot;;Car-dependent
63900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 3 Wildcat Ests; Shellsburg;IA 52332;;;
63900.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;Lot 2 Wildcat Ests; Shellsburg;IA 52332;;;
70000.0;3.7906976744186047;2.2790697674418605;2060.4186046511627;;6143 33rd Ave Dr; Shellsburg;IA 52332;;;
280000.0;4.0;4.0;2359.2199488491046;;2494 Brown Rd; St Louis;MO 63114;6,560 sq ft lot;;Somewhat walkable
174900.0;2.0;1.0;1654.0;;9008 Sherland Ave; St Louis;MO 63114;7,248 sq ft lot;;Somewhat walkable
174900.0;2.0;1.0;1118.0;;767 County Road 1835 Rd; Talco;TX 75487;0.77 acre lot;;Car-dependent
270000.0;3.0;1.0;917.0;;9280 NE County Road 2100; Talco;TX 75487;14.04 acre lot;2 garage spots;Car-dependent
510000.0;2.0;1.0;1200.0;;141 NE CR 2021; Talco;TX 75487;41.58 acre lot;;Car-dependent
279500.0;3.0;2.0;1780.0;;5536 County Road 1905; Talco;TX 75487;;2 garage spots;Car-dependent
242276.0;3.0;2.0;1484.0;;989 NE Cr 2120; Talco;TX 75487;;;
149000.0;3.0;2.0;1120.0;;6560 Hwy 37 N; Talco;TX 75487;;;
80000.0;2.0;1.0;1401.0;;757 County Road 1835; Talco;TX 75487;;;
405000.0;2.0;2.5;1088.0;;811 NW County Road 1050; Talco;TX 75487;;;
50000.0;2.548387096774193;2.161290322580645;1407.548387096774;;1905 North County Rd; Talco;TX 75487;;;
115000.0;2.548387096774193;2.161290322580645;1407.548387096774;;TBD Highway 271; Gilmer;TX 75644;;;
700000.0;2.548387096774193;2.161290322580645;1407.548387096774;;3850 FM 71; Talco;TX 75487;;;
510000.0;2.548387096774193;2.161290322580645;1407.548387096774;;141 NE County Road 2021; Talco;TX 75487;;;
232460.0;2.548387096774193;2.161290322580645;1407.548387096774;;TBD TX Hwy 71; Talco;TX 75487;;;
150000.0;2.548387096774193;2.161290322580645;1407.548387096774;;Cr 1915 Tx; Talco;TX 75487;;;
79900.0;2.548387096774193;2.161290322580645;1407.548387096774;;0006 TBD CR NW 1060; Hagansport;TX 75487;;;
657690.0;2.548387096774193;2.161290322580645;1407.548387096774;;TBD FM 71 W; Talco;TX 75487;;;
894000.0;2.548387096774193;2.161290322580645;1407.548387096774;;TBD W FM 71; Talco;TX 75487;;;
134900.0;3.0;2.0;1152.0;;972 County Road 1695; Mount Pleasant;TX 75455;1.98 acre lot;;Car-dependent
725000.0;2.548387096774193;2.161290322580645;1407.548387096774;;TBD CR 1670; Mount Pleasant;TX 75455;167.52 acre lot;;Car-dependent
549000.0;3.0;2.0;1605.0;;1175 County Road 1535; Mount Pleasant;TX 75455;;2 garage spots;Car-dependent
275000.0;3.0;2.0;1404.0;;239 County Road 1482; Bogata;TX 75417;7.88 acre lot;;Car-dependent
459000.0;3.0;2.0;2049.0;;366 County Road 1740; Mount Pleasant;TX 75455;1.5 acre lot;2 garage spots;Car-dependent
199000.0;2.548387096774193;2.161290322580645;1407.548387096774;;560 W Fm-71; Mount Pleasant;TX 75455;21.71 acre lot;;Car-dependent
64999.0;2.548387096774193;2.161290322580645;1407.548387096774;;771 County Road 1780; Mount Pleasant;TX 75455;;;
64999.0;2.548387096774193;2.161290322580645;1407.548387096774;;803 CR 1780; Mount Pleasant;TX 75455;;;
205050.0;2.548387096774193;2.161290322580645;1407.548387096774;;TBD CR 1410; 40 Acres Tbd;Bogata, TX 75417;;;
110000.0;2.548387096774193;2.161290322580645;1407.548387096774;;1600 Fm 1252; Gladewater;TX 75647;;;
450000.0;2.548387096774193;2.161290322580645;1407.548387096774;;000 CR 2160 000 Cr 2160; Mt Vernon;TX 75457;;;
60000.0;2.548387096774193;2.161290322580645;1407.548387096774;;TBD Cr 3925; Mt Pleasant;TX 75455;;;
70000.0;2.548387096774193;2.161290322580645;1407.548387096774;;1634 Fm 71; Mount Pleasant;TX 75455;;;
499000.0;2.548387096774193;2.161290322580645;1407.548387096774;;TBD Private 5044 Rd; Bogata;TX 75417;;;
81000.0;2.548387096774193;2.161290322580645;1407.548387096774;;LOT 16 Cr3270; Mount Pleasant;TX 75455;;;
90000.0;2.548387096774193;2.161290322580645;1407.548387096774;;LOT 4 Fm1402; Mount Pleasant;TX 75455;;;
65000.0;2.548387096774193;2.161290322580645;1407.548387096774;;LOT 2 Fm1402; Mount Pleasant;TX 75455;;;
47000.0;2.548387096774193;2.161290322580645;1407.548387096774;;LOT 1 Fm1402; Mount Pleasant;TX 75455;;;
81000.0;2.548387096774193;2.161290322580645;1407.548387096774;;LOT 16 Cr 3270; Mt Pleasant;TX 75455;;;
65000.0;2.548387096774193;2.161290322580645;1407.548387096774;;LOT 2 Fm 1402; Mt Pleasant;TX 75455;;;
199900.0;1.0;1.0;1279.0;;51 Hungate Dr; Travelers Rest;SC 29690;4.9 acre lot;;Car-dependent
969900.0;3.0;2.5;3824.0;;1736 Jackson Hollow Trl; Travelers Rest;SC 29690;;2 garage spots;
499000.0;3.0;2.0;2295.0;;47 Duncan Rd; Travelers Rest;SC 29690;0.49 acre lot;2 garage spots;Car-dependent
449900.0;4.0;2.0;2200.0;;33 Sacha Ln; Travelers Rest;SC 29690-8434;;2 garage spots;
369000.0;3.0;2.0;2210.0;;422 Dogwood Lane Ext; Travelers Rest;SC 29690;0.65 acre lot;3 garage spots;Car-dependent
549900.0;4.0;2.5;2843.0;;207 Nolan Rd; Travelers Rest;SC 29690;;;
795000.0;3.0;3.5;3200.0;;2371 Tigerville Rd; Travelers Rest;SC 29690;;;
999999.0;5.0;3.5;3195.0;;20 Pinerock Dr; Travelers Rest;SC 29690-8189;;;
461910.0;4.0;3.0;2030.0;;432 Barred Owl Rd; Travelers Rest;SC 29690;;;
620000.0;4.0;3.0;2536.0;;300 Wedge Way; Travelers Rest;SC 29690;;;
450000.0;4.0;2.5;2014.0;;109 Timber Rest Trl; Travelers Rest;SC 29690;;;
337000.0;3.0;2.0;1485.0;;149 Midwood Rd; Travelers Rest;SC 29690;;;
560000.0;3.0;2.0;2320.0;;500 Bailey Mill Rd; Travelers Rest;SC 29690;;;
565000.0;3.0;2.0;2422.0;;604 Snowshoe Dr; Travelers Rest;SC 29690;;;
385690.0;4.0;2.0;1886.0;;61 Sacha Ln; Travelers Rest;SC 29690;;;
259900.0;3.0;1.5;1275.0;;5 E Scenic Ln; Travelers Rest;SC 29690;;;
491000.0;4.0;2.5;2010.0;;619 Tugaloo Rd; Travelers Rest;SC 29690;;;
475595.0;3.0;3.0;2325.0;;422 Barred Owl Rd; Travelers Rest;SC 29690;;;
255000.0;3.0;2.5;1905.0;;108 Gaskins Trl; Travelers Rest;SC 29690;;;
265000.0;3.0;2.5;2007.0;;104 Gaskins Trl; Travelers Rest;SC 29690;;;
704900.0;3.0;3.0;2733.0;;210 Brayton Ct; Travelers Rest;SC 29690;;;
400000.0;3.0;2.0;1743.0;;24 Daughtry Ct; Travelers Rest;SC 29690;;;
469900.0;3.0;2.0;1845.0;;424 Bowers Rd; Travelers Rest;SC 29690;;;
572135.0;4.0;3.0;2558.0;;421 Barred Owl Rd; Travelers Rest;SC 29690;;;
609454.0;4.0;3.0;3130.0;;419 Barred Owl Rd; Travelers Rest;SC 29690;;;
460000.0;5.0;2.5;2653.0;;104 Timber Rest Trl; Travelers Rest;SC 29690;;;
719000.0;4.0;3.0;2775.0;;11 Silkvine Ct; Travelers Rest;SC 29690;;;
975000.0;3.0;3.0;2670.0;;7 Courtside Trl; Travelers Rest;SC 29690;;;
1195000.0;4.0;2.5;2800.0;;208 Cabernet Way; Travelers Rest;SC 29690;;;
364900.0;3.0;2.0;1579.0;;26 Starview Rd; Travelers Rest;SC 29690;;;
275000.0;3.0;2.5;1616.0;;39 Shager Pl; Travelers Rest;SC 29690;;;
695000.0;4.0;3.0;3374.0;;26 Park Vista Way; Greenville;SC 29617;;;
599000.0;3.0;2.0;2393.0;;292 Rabbit Rd; Travelers Rest;SC 29690;;;
577900.0;4.0;3.0;2558.0;;415 Barred Owl Rd; Travelers Rest;SC 29690;;;
512900.0;4.0;3.5;2728.0;;410 Barred Owl Rd; Travelers Rest;SC 29690;;;
949000.0;4.0;3.5;3349.0;;101 Lake Hills Ln; Travelers Rest;SC 29690;;;
425000.0;4.0;3.5;2209.0;;25 Brandt Dr; Travelers Rest;SC 29690;;;
359999.0;3.0;2.5;1931.0;;Edgefield Plan; Travelers Rest;SC 29690;;;
489900.0;3.0;2.0;1841.0;;404 Skyway Pl; Travelers Rest;SC 29690;0.46 acre lot;2 garage spots;
475000.0;3.0;2.5;2000.0;;Mush Creek Hill Rd Lot 2; Travelers Rest;SC 29690;0.52 acre lot;2 garage spots;Car-dependent
459000.0;2.0;2.0;1250.0;;321 Imperia Ct; Travelers Rest;SC 29690;;;Car-dependent
352500.0;5.0;3.0;2560.0;;35 West Burns Dr; Travelers Rest;SC 29690;0.86 acre lot;;Car-dependent
260000.0;2.0;2.0;1200.0;;210 Forest Dr; Travelers Rest;SC 29690;0.46 acre lot;;Somewhat walkable
530000.0;4.0;3.0;2837.0;;308 Kelby St; Travelers Rest;SC 29690;;;
329990.0;3.0;2.5;1573.0;;3 Shager Pl Unit 7S6JGR; Travelers Rest;SC 29690;;;
513900.0;5.0;4.0;2936.0;;106 Barred Owl Rd Lot 0010; Travelers Rest;SC 29690;;;
512900.0;4.0;3.5;2728.0;;410 Barred Owl Rd Lot 0079; Travelers Rest;SC 29690;;;
749900.0;3.0;3.0;3155.0;;315 Jackson Grove Rd; Travelers Rest;SC 29690;;;
499900.0;3.0;2.0;2025.0;;204 Lord Byron Ln; Travelers Rest;SC 29690;;;
