Price;Beds;Baths;Sq Ft;State;Street;City;Zip;Lot Size;Garage Spots;Walkability
425000.0;2.0;2.0;1548.0;;4220 SE 24th Ave; Portland;OR 97202;3,920 sq ft lot;;Very walkable
290000.0;1.0;1.0;727.0;;1500 SW Park Ave #119; Portland;OR 97201;;;Walker's paradise
699000.0;3.0;3.0;1672.0;;5811 SW Seymour Ct; Portland;OR 97221;8,276 sq ft lot;2 garage spots;Somewhat walkable
619900.0;3.0;2.0;1828.0;;7116 SW Canyon Ln; Portland;OR 97225;0.24 acre lot;;Car-dependent
575000.0;3.0;3.5;3018.0;;8320 SE Aspen Summit Dr; Portland;OR 97266;;;
400000.0;3.0;1.0;884.0;;2524 NE 84th Ave; Portland;OR 97220;;;
425000.0;1.0;1.0;1358.0;;4121 N Albina Ave; Portland;OR 97217;;;
169000.0;0.0;1.0;348.0;;1005 SW Park Ave #501; Portland;OR 97205;;;
189000.0;0.0;1.0;348.0;;1005 SW Park Ave #801; Portland;OR 97205;;;
389900.0;2.0;1.0;1475.0;;3607 NE 11th Ave; Portland;OR 97212;;;
448888.0;2.0;2.5;1551.0;;16159 NW Centine Ln; Portland;OR 97229;;;
549950.0;2.0;1.0;1872.0;;7234 SE 62nd Ave; Portland;OR 97206;;;
225000.0;1.0;1.0;669.0;;1436 NE 21st Ave #23; Portland;OR 97232;;;
259000.0;0.0;1.0;640.0;;3601 S River Pkwy #2416; Portland;OR 97239;;;
649000.0;3.0;2.0;1754.0;;19996 NW Metolius Dr; Portland;OR 97229;;;
499000.0;2.0;2.0;2049.0;;2347 NE 152nd Pl; Portland;OR 97230;;;
725000.0;3.0;2.0;1001.0;;14125 SE Division St; Portland;OR 97236;;;
315000.0;0.0;1.0;559.0;;1221 SW 10th Ave; Portland;OR 97205;;;
699000.0;4.0;3.0;2389.0;;4185 NW 176th Ave; Portland;OR 97229;;;
229900.0;1.0;1.0;626.0;;1920 NW 143rd Ave #40; Portland;OR 97229;;;
630000.0;4.0;2.0;2072.0;;2103 SE Stark St; Portland;OR 97214;;;
624900.0;5.0;3.0;2849.0;;15433 SE Henderson Way; Portland;OR 97236;;;
535000.0;3.0;2.0;1768.0;;2910 NW Kennedy Ct; Portland;OR 97229;;;
425000.0;2.0;1.0;1762.0;;1734 N Dekum St; Portland;OR 97217;;;
575000.0;3.0;2.0;1474.0;;12619 SE 26th Ave; Milwaukie;OR 97222;;;
299900.0;3.0;1.0;891.0;;5703 SE Liebe St; Portland;OR 97206;;;
899900.0;4.0;3.0;2231.0;;3506 SE Insley St; Portland;OR 97202;;;
275000.0;1.0;1.0;553.0;;5405 NE 10th Ave #8; Portland;OR 97211;;;
199900.0;1.0;1.0;858.0;;245 N Hayden Bay Dr; Portland;OR 97217;;;
674900.0;8.0;4.0;2706.0;;5039 SE Briar Ct; Milwaukie;OR 97267;;;
429000.0;2.0;1.0;1176.0;;333 NW 9th Ave #416; Portland;OR 97209;;;
365000.0;2.0;1.0;672.0;;8030 SE Cora St; Portland;OR 97206;;;
410000.0;2.0;1.0;794.0;;7205 N Greenwich Ave; Portland;OR 97217;;;
345000.0;1.0;1.0;895.0;;333 NW 9th Ave #902; Portland;OR 97209;;;
634900.0;3.0;2.0;2396.0;;13307 SE Briggs St; Milwaukie;OR 97222;;;
674900.0;6.0;2.0;2234.0;;13001 SE Claybourne St; Portland;OR 97236;;;
408000.0;2.0;1.0;810.0;;2500 SE Walnut St; Milwaukie;OR 97267;;;Very walkable
45000.0;2.0;1.0;576.0;;16745 SE Division St #49; Portland;OR 97236;;;Somewhat walkable
650000.0;3.0;1.0;1968.0;;1924 SE 37th Ave; Portland;OR 97214;3,484 sq ft lot;;Walker's paradise
163500.0;2.0;1.0;796.0;;2712 SE 138th Ave #52; Portland;OR 97236;;2 garage spots;
267500.0;1.0;1.0;601.0;;118 NW King Ave #52; Portland;OR 97210;;;Walker's paradise
850000.0;6.0;3.0;1988.5610859728504;;5337/5339 NE 33rd Ave; Portland;OR 97211;;;
900000.0;4.0;4.0;1988.5610859728504;;1315/1321 SE Main St; Portland;OR 97214;;;
875000.0;5.0;3.0;2588.0;;8330 SW 43rd Ave; Portland;OR 97219;;;
615000.0;2.0;2.0;1378.0;;1221 SW 10th Ave #802; Portland;OR 97205;;;
989000.0;4.0;2.5;3478.0;;4004 SE Grant St; Portland;OR 97214;;;
415000.0;3.0;2.5;1192.0;;7628 N Curtis Ave; Portland;OR 97217;;;
545995.0;3.0;2.5;1767.0;;16148 NW Pristine Ln; Portland;OR 97229;;;
895000.0;5.0;2.5;3327.0;;12647 SW 21st Ct; Lake Oswego;OR 97035;;;
749900.0;5.0;2.0;3012.0;;4836 NE 27th Ave; Portland;OR 97211;;;
459000.0;3.0;2.0;1627.0;;2606 NW Kennedy Ct; Portland;OR 97229;;;
850000.0;5.0;3.5;4035.0;;13857 SE Tenino St; Portland;OR 97236;;;
649900.0;4.0;2.0;2898.0;;3530 SW Tunnelwood St; Portland;OR 97221;;;
775000.0;3.0;2.0;2364.0;;14822 SE Brightwood Ave; Milwaukie;OR 97267;;;
449900.0;4.0;2.5;1869.0;;1901 SE 177th Ave; Portland;OR 97233;;;
544900.0;3.0;2.5;1763.0;;16117 NW Reliance Ln; Portland;OR 97229;;;
533600.0;3.0;2.0;1368.0;;9840 SW 90th Ave; Portland;OR 97223;;;
135000.0;0.0;1.0;368.0;;1205 SW Cardinell Dr #704; Portland;OR 97201;;;
645000.0;3.0;2.5;2706.0;;3525 NE 125th Ave; Portland;OR 97230;;;
465000.0;6.0;6.0;2704.0;;18136 NE Everett Ct; Portland;OR 97230;;;
499900.0;2.0;2.0;1765.0;;1238 SE 36th Ave; Portland;OR 97214;;;
425000.0;2.0;1.0;864.0;;6016 N Denver Ave; Portland;OR 97217;;;
629999.0;1.0;1.0;780.0;;8715 SE 55th Ave; Portland;OR 97206;;;
959000.0;4.0;2.5;2352.0;;3049 SW 36th Ave; Portland;OR 97221;;;
975000.0;5.0;3.5;3085.0;;2915 NW 114th Ter; Portland;OR 97229;;;
450000.0;4.0;1.0;1169.0;;6923 SE Nehalem St; Portland;OR 97206;;;
385000.0;3.0;1.0;1267.0;;533 NE Church St; Portland;OR 97211;;;
143900.0;0.0;1.0;503.0;;1134 SW Jefferson St #505; Portland;OR 97201;;;
414900.0;1.0;1.0;797.0;;1150 NW Quimby St #406; Portland;OR 97209;;;
360000.0;2.0;1.0;813.0;;8000 N Willamette Blvd; Portland;OR 97203;;;
649500.0;3.0;2.0;2756.0;;7540 N Chautauqua Blvd; Portland;OR 97217;;;
850000.0;2.0;3.0;2328.0;;841 S Gaines St #117; Portland;OR 97239;;;
659000.0;4.0;2.0;2166.0;;3144 N Kilpatrick St; Portland;OR 97217;5,227 sq ft lot;;Very walkable
325000.0;1.0;1.0;946.0;;1529 SE Hawthorne Blvd #105; Portland;OR 97214;;;Walker's paradise
639000.0;4.0;2.5;1872.0;;6516 SW Locust St; Portland;OR 97223;7,405 sq ft lot;2 garage spots;
862000.0;3.0;3.5;1874.0;;1660 NW Riverscape Dr; Portland;OR 97209;;2 garage spots;Very walkable
569000.0;4.0;3.0;1840.0;;6129 SE Flavel St; Portland;OR 97206;4,791 sq ft lot;2 garage spots;Somewhat walkable
774500.0;4.0;3.0;2963.0;;11304 NW Odeon Ln; Portland;OR 97229;;;
600000.0;2.0;1.0;1812.0;;904 SE Miller St; Portland;OR 97202;;;
699000.0;3.0;2.0;1540.0;;8535 SW Oleson Rd; Portland;OR 97223;;;
579900.0;5.0;4.0;2292.0;;16811 SE Stephens St; Portland;OR 97233;;;
219000.0;1.0;1.0;607.0;;1535 SW Clay St #131; Portland;OR 97201;;;
280000.0;1.0;1.0;790.0;;1710 S Harbor Way #202; Portland;OR 97201;;;
895000.0;3.0;2.5;2677.0;;16013 SE Oatfield Rd; Milwaukie;OR 97267;;;
1022000.0;4.0;3.5;3200.0;;15430 NW Delia St; Portland;OR 97229;;;
885000.0;4.0;2.5;3370.0;;7471 SW Bellrose Ln; Portland;OR 97223;;;
795000.0;3.0;2.5;2049.0;;5036 SW View Point Ter; Portland;OR 97239;;;
430000.0;2.0;2.5;1215.0;;742 NW 118th Ave #102; Portland;OR 97229;;;
395000.0;1.0;1.0;889.0;;3570 S River Pkwy #907; Portland;OR 97239;;;
799950.0;3.0;2.5;1900.0;;8875 SE 11th Ave; Portland;OR 97202;;;
985000.0;3.0;3.5;2947.0;;6131 SE 18th Ave; Portland;OR 97202;;;
549900.0;3.0;2.5;2141.0;;10464 NW Forestview Way; Portland;OR 97229;;;
550000.0;3.0;2.0;1558.0;;5641 SE Byron Dr; Milwaukie;OR 97267;;;
415000.0;3.0;1.0;1072.0;;14007 SE Mill St; Portland;OR 97233;;;
225000.0;2.0;1.0;921.0;;4358 SW Dickinson St; Portland;OR 97219;;;
999000.0;5.0;2.5;4010.0;;1934 NE Hancock St; Portland;OR 97212;;;
625000.0;3.0;2.0;2011.0;;6325 SW 50th Ave; Portland;OR 97221;;;
539500.0;2.0;2.0;1922.0;;2352 NE 151st Ave; Portland;OR 97230;;;
695000.0;3.0;3.0;1820.0;;77 SW 99th Ave; Portland;OR 97225;;;
399900.0;3.0;2.5;1416.0;;1682 SE 89th Ave; Portland;OR 97216;;;
479000.0;2.0;2.0;2012.0;;3316 SE 131st Ave; Portland;OR 97236;;;
1198000.0;4.0;3.0;3100.0;;7831 SW Skyhar Dr; Portland;OR 97223;;;
474999.0;3.0;2.0;1204.0;;5812 SE Henderson St; Portland;OR 97206;;;
895000.0;8.0;4.0;3120.0;;7450 N Portsmouth Ave; Portland;OR 97203;;;
650000.0;3.0;2.5;1967.0;;13765 SW Florentine Ave; Portland;OR 97223;;;
299900.0;3.0;2.0;1400.0;;14217 SE Bunnell St; Milwaukie;OR 97267;;;
555000.0;3.0;2.0;1716.0;;3922 NE 142nd Ave; Portland;OR 97230;;;
715000.0;4.0;3.0;4130.0;;600 NE 72nd Ave; Portland;OR 97213;;;
749950.0;4.0;2.0;2490.0;;4456 NE Oregon St; Portland;OR 97213;;;
265000.0;1.0;1.0;797.0;;411 NW Flanders St #307; Portland;OR 97209;;;
595995.0;3.0;2.5;1932.0;;16156 NW Pristine Ln; Portland;OR 97229;;;
950000.0;4.0;2.5;3931.0;;10035 SW Balmer Cir; Portland;OR 97219;0.24 acre lot;2 garage spots;Car-dependent
410000.0;1.0;1.0;1041.0;;1410 NW Kearney St #1019; Portland;OR 97209;;;Walker's paradise
834900.0;5.0;3.5;2576.0;;3255 NE Prescott St; Portland;OR 97211;;;Very walkable
58000.0;2.0;1.0;760.0;;11712 SW Royal Villa Dr #96; Portland;OR 97224;;;Car-dependent
699900.0;6.0;3.0;3207.0;;6410 SW Seymour St; Portland;OR 97221;0.26 acre lot;2 garage spots;
515000.0;3.0;2.5;1471.0;;754 NW 118th Ave; Portland;OR 97229;;;
525000.0;3.0;2.0;1024.0;;8115 SW Pine St; Portland;OR 97223;;;
634900.0;2.0;2.5;1572.0;;714 SE Spokane St; Portland;OR 97202;;;
675000.0;2.0;2.0;1463.0;;1310 NW Naito Pkwy Unit 402A; Portland;OR 97209;;;
229000.0;1.0;1.0;477.0;;1480 N Jarrett St; Portland;OR 97217;;;
511999.0;3.0;3.0;1632.0;;7558 NW Elise Ave; Portland;OR 97229;;;
625000.0;3.0;2.0;2312.0;;6906 N Denver Ave; Portland;OR 97217;;;
530000.0;2.0;2.5;1593.0;;5951 S Hood Ave; Portland;OR 97239;;;
565000.0;3.0;2.0;1434.0;;5102 NE 24th Unit E; Portland;OR 97211;;;
774900.0;4.0;2.5;2899.0;;12774 NW Alsace Ln; Portland;OR 97229;;;
700000.0;3.0;2.0;2100.0;;4131 NE Cleveland Ave; Portland;OR 97211;;;
515000.0;3.0;2.5;1333.0;;1929 NE 13th Ave; Portland;OR 97212;;;
619900.0;3.0;2.0;2877.0;;5922 NE 11th Ave; Portland;OR 97211;;;
935000.0;8.0;4.0;3120.0;;3103/3901 SE 6th Ave; Portland;OR 97202;;;
499900.0;3.0;1.0;1520.0;;11054 SW 61st Ave; Portland;OR 97219;;;
745000.0;4.0;3.5;2831.0;;16113 SW Dekalb St; Portland;OR 97224;;;
575000.0;2.0;1.0;1834.0;;1625 SE Spokane St; Portland;OR 97202;;;
499500.0;3.0;2.0;1695.0;;4006 NE 113th Ave; Portland;OR 97220;;;
699900.0;3.0;2.0;2044.0;;1535 SE 80th Ave; Portland;OR 97215;;;
725000.0;4.0;2.0;2548.0;;7315 N Chautauqua Blvd; Portland;OR 97217;;;
475000.0;2.0;2.0;1230.0;;10115 N Calhoun Ave; Portland;OR 97203;;;
375000.0;3.0;1.0;1832.0;;8716 SE Ellis St; Portland;OR 97266;;;
519960.0;3.0;2.5;1966.0;;13930 SE Piper Cub Way; Milwaukie;OR 97267;;;
539960.0;3.0;2.5;1984.0;;13924 SE Piper Cub Way; Milwaukie;OR 97267;;;
339900.0;2.0;1.5;1228.0;;8430 SW Canyon Dr; Portland;OR 97225;;;
365000.0;1.0;1.0;826.0;;2335 NW Raleigh St; Portland;OR 97210;;;
735000.0;4.0;2.0;2880.0;;3034 SE 8th Ave; Portland;OR 97202;;;
330000.0;0.0;1.0;708.0;;2350 NW Savier St #314; Portland;OR 97210;;;
303000.0;1.0;1.0;685.0;;1314 NW Irving St #607; Portland;OR 97209;;;
449900.0;2.0;1.0;1186.0;;8557 SE Harney St; Portland;OR 97266;;;
950000.0;4.0;2.5;3206.0;;1825 SE 7th Ave; Portland;OR 97214;;;
547000.0;3.0;2.0;2166.0;;8794 NW Springville Ct; Portland;OR 97231;;;
369000.0;2.0;1.0;768.0;;8255 SE 60th Ave; Portland;OR 97206;;;
465000.0;3.0;1.0;1014.0;;5512 SE Bush St; Portland;OR 97206;3,920 sq ft lot;;Walker's paradise
399999.0;2.0;2.0;1130.0;;6350 NE 66th Ave; Portland;OR 97218;0.32 acre lot;;Car-dependent
555000.0;4.0;2.5;1563.0;;6451 NE Garfield Ave; Portland;OR 97211;3,484 sq ft lot;;Very walkable
819900.0;4.0;2.5;2582.0;;12332 NW Millford St; Portland;OR 97229;3,920 sq ft lot;2 garage spots;
249900.0;2.0;1.0;748.0;;118 NW King Ave Unit A; Portland;OR 97210;;;Walker's paradise
928000.0;4.0;2.5;3392.0;;3532 NE Killingsworth St; Portland;OR 97211;;;
399000.0;2.0;1.0;1190.0;;3419 SE 54th Ave; Portland;OR 97206;;;
324900.0;1.0;1.0;920.0;;4926 S Corbett Ave #302; Portland;OR 97239;;;
699000.0;4.0;2.0;1769.0;;12885 SW Glenhaven St; Portland;OR 97225;;;
589000.0;3.0;1.5;1506.0;;2002 SE Spokane St; Portland;OR 97202;;;
315000.0;2.0;1.0;716.0;;4956 NE 9th Ave #6; Portland;OR 97211;;;
530000.0;2.0;2.0;2120.0;;448 N Hayden Bay Dr; Portland;OR 97217;;;
650000.0;4.0;3.0;2374.0;;11774 SE Lincoln Heights St; Happy Valley;OR 97086;;;
429900.0;2.0;1.0;1226.0;;9103 SE Knapp St; Portland;OR 97266;;;
375000.0;3.0;1.0;936.0;;339 SE 89th Ave; Portland;OR 97216;;;
599900.0;3.0;2.0;2103.0;;12690 SW Peachvale St; Portland;OR 97224;;;
1100000.0;4.0;2.5;3271.0;;7041 SE Pine St; Portland;OR 97215;;;
679900.0;4.0;2.5;2374.0;;14520 SE Wagner Ln; Milwaukie;OR 97267;;;
499000.0;2.0;2.0;1600.0;;1215 NE 80th Ave; Portland;OR 97213;;;
500000.0;3.0;2.0;1858.0;;6935 SE 122nd (not Busy) Ave; Portland;OR 97236;;;
445000.0;3.0;1.0;960.0;;8634 NE Broadway; Portland;OR 97220;;;
359900.0;2.0;2.5;852.0;;7926 SE 45th Ave; Portland;OR 97206;;;
619000.0;5.0;2.0;2573.0;;4227 SE 75th Ave; Portland;OR 97206;;;
599900.0;3.0;2.0;2067.0;;3943 NE 76th Ave; Portland;OR 97213;;;
679500.0;4.0;2.5;2192.0;;3715 SW 13th Ave; Portland;OR 97239;;;
659000.0;2.0;2.0;2068.0;;2737 SW 1st Ave; Portland;OR 97201;;;
232000.0;3.0;2.0;1944.0;;1503 N Hayden Island Dr #129; Portland;OR 97217;;;
415000.0;2.0;2.0;1131.0;;8547 SE Bristol Park Dr; Happy Valley;OR 97086;;;
445000.0;3.0;2.0;1120.0;;7332 N Villard Ave; Portland;OR 97217;;;
849900.0;3.0;3.0;3216.0;;9342 N Allegheny Ave; Portland;OR 97203;;;
298000.0;2.0;2.0;1076.0;;720 NW Naito Pkwy Unit D15; Portland;OR 97209;;;
498000.0;4.0;3.0;2548.0;;11639 SE Flavel St; Portland;OR 97266;;;
625000.0;3.0;2.0;1918.0;;3538 SE Taylor St; Portland;OR 97214;;;
335000.0;2.0;2.0;1083.0;;1320 SW Hall St #304; Portland;OR 97201;;;
245900.0;1.0;1.0;580.0;;2015 NW Flanders St #401; Portland;OR 97209;;;
999500.0;4.0;2.5;2698.0;;320 NW Sundown Way; Portland;OR 97229;;;
700000.0;3.0;1.5;2801.0;;5746 NE Milton St; Portland;OR 97213;;;
699900.0;3.0;2.5;2226.0;;1038 NE Emerson St; Portland;OR 97211;;;
998000.0;3.0;2.0;1678.0;;7607 8th Ave; Los Angeles;CA 90043;4,502 sq ft lot;2 garage spots;Somewhat walkable
725000.0;1.0;1.0;752.0;;400 S Broadway #1011; Los Angeles;CA 90013;0.83 acre lot;;
859000.0;3.0;2.0;1756.0;;16059 Sunburst St; North Hills;CA 91343;6,853 sq ft lot;3 garage spots;Somewhat walkable
975000.0;3.0;2.0;900.0;;503 W 79th St; Los Angeles;CA 90044;;;
628000.0;2.0;1.0;591.0;;2625 N Main St; Los Angeles;CA 90031;;;
1049000.0;2.0;2.5;1140.0;;481 W Avenue 44; Los Angeles;CA 90065;;;
1149000.0;3.0;2.5;1371.0;;2405 34th St #6; Santa Monica;CA 90405;;;
999000.0;5.0;2.5;2885.0;;13111 Angeles Trail Way; Sylmar;CA 91342;;;
1179000.0;5.0;3.0;2514.0;;7545 Belmar Ave; Reseda;CA 91335;;;
519000.0;2.0;1.5;796.0;;25520 Dodge Ave Unit A; Harbor City;CA 90710;;;
1125000.0;2.0;2.5;1646.0;;4515 Alla Rd #2; Marina Del Rey;CA 90292;;;
789000.0;2.0;1.0;875.0;;1701 Clinton St #319; Los Angeles;CA 90026;;;
999000.0;1.0;1.0;868.0;;2427 N Gower St; Los Angeles;CA 90068;;;
759000.0;2.0;2.0;1320.0;;11218 Camarillo St #102; Toluca Lake;CA 91602;;;
599000.0;3.0;2.0;1386.0;;13068 Mineola St; Arleta;CA 91331;;;
899000.0;3.0;1.5;1092.0;;617 N Cummings St; Los Angeles;CA 90033;;;
779000.0;2.0;2.5;1429.0;;2024 Mount Shasta Dr; San Pedro;CA 90732;;;
918000.0;2.0;2.0;1005.0;;328 Culver Blvd Unit A; Playa Del Rey;CA 90293;;;
1149000.0;3.0;3.0;2251.0;;10450 Balboa Blvd; Granada Hills;CA 91344;;;
369999.0;3.0;2.5;1624.0;;13691 Gavina #491; Sylmar;CA 91342;;;
785000.0;4.0;2.0;1844.0;;13501 Terra Bella St; Pacoima;CA 91331;;;
1080000.0;3.0;2.0;1778.0;;17532 Ludlow St; Granada Hills;CA 91344;;;
850000.0;5.0;3.0;1972.0;;10013 S Gramercy Pl; Los Angeles;CA 90047;5,653 sq ft lot;2 garage spots;Somewhat walkable
625000.0;4.0;1.0;1932.0;;418 E 40th Pl; Los Angeles;CA 90011;7,082 sq ft lot;;Very walkable
1225000.0;3.0;3.0;1463.0;;1420 S Cloverdale Ave; Los Angeles;CA 90019;;;
585000.0;2.0;2.0;1147.0;;18433 Hatteras St #507; Tarzana;CA 91356;;;
590000.0;1.0;1.0;760.0;;939 S Broadway #705; Los Angeles;CA 90015;;;
1250000.0;4.0;2.0;1487.0;;1555 N Gardner St; Los Angeles;CA 90046;;;
849000.0;5.0;2.0;1933.0;;1632 W 52nd St; Los Angeles;CA 90062;;;
1049000.0;3.0;2.0;1628.0;;1618 S Burnside Ave; Los Angeles;CA 90019;;;
899000.0;3.0;2.0;1625.0;;18715 Plummer St; Northridge;CA 91324;;;
1149000.0;3.0;3.0;1883.0;;5851 Cahill Ave; Tarzana;CA 91356;;;
1249000.0;3.0;3.0;1573.0;;3912 York Blvd; Los Angeles;CA 90065;;;
1195000.0;4.0;2.0;2621.0;;4521 Saturn St; Los Angeles;CA 90019;;;
849990.0;6.0;3.0;2332.0;;13160 Carl St; Pacoima;CA 91331;;;
1059000.0;3.0;2.0;1674.0;;8303 Gustav Ln; West Hills;CA 91304;;;
450000.0;1.0;1.0;760.0;;285 W 6th St #312; San Pedro;CA 90731;;;
549000.0;2.0;2.0;1201.0;;6225 Coldwater Canyon Ave #117; North Hollywood;CA 91606;;;
665000.0;2.0;1.5;1066.0;;1890 S Cochran Ave #10; Los Angeles;CA 90019;;;
459000.0;1.0;1.0;686.0;;8163 Redlands St #62; Playa Del Rey;CA 90293;;;
695000.0;2.0;2.0;1323.0;;880 W 1st St #524; Los Angeles;CA 90012;;;
1000000.0;3.0;2.5;1920.0;;1536 Hi Point St #108; Los Angeles;CA 90035;;;
1099000.0;9.0;5.0;3522.0;;5337 Allan St; Los Angeles;CA 90032;;;
995000.0;3.0;2.0;1600.0;;1228 N La Cienega Blvd #105; West Hollywood;CA 90069;0.32 acre lot;;
719000.0;2.0;2.0;1675.0;;1130 S Flower St #413; Los Angeles;CA 90015;1.02 acre lot;2 garage spots;
975000.0;6.0;4.0;3234.0;;2335 Griffin Ave; Los Angeles;CA 90031;;;
499500.0;3.0;2.0;1330.0;;7551 Jordan Ave #107; Canoga Park;CA 91303;;;
719999.0;3.0;2.5;1440.0;;9315 Burnet Ave #117; North Hills;CA 91343;;;
649500.0;3.0;3.0;1530.0;;6446 Woodley Ave #4; Van Nuys;CA 91406;;;
725000.0;3.0;2.0;1916.0;;725-727 W 50th St; Los Angeles;CA 90037;;;
1200000.0;4.0;3.0;2120.0;;10520 Dora St; Sun Valley;CA 91352;;;
949000.0;2.0;2.0;1354.0;;2521 Rinconia Dr; Los Angeles;CA 90068;;;
905678.0;2.0;2.0;1537.0;;17340 Hamlin St; Lake Balboa;CA 91406;;;
624900.0;2.0;1.0;1024.0;;1452 Bay View Ave; Wilmington;CA 90744;;;
699000.0;2.0;2.0;900.0;;957 N Rowan Ave; City Terrace;CA 90063;;;
985000.0;3.0;2.0;1550.0;;19437 Bryant St; Northridge;CA 91324;;;
800000.0;4.0;4.0;1597.0;;359 W Amar St; San Pedro;CA 90731;;;
629000.0;2.0;2.0;923.0;;1523 E Windsor Rd Unit 206C; Glendale;CA 91205;;;
489900.0;2.0;2.0;914.0;;9831 Sepulveda Blvd #28; North Hills;CA 91343;;;
772000.0;2.0;1.0;780.0;;3304 W 63rd St; Los Angeles;CA 90043;;;
1050000.0;4.0;3.0;2326.0;;7934 Vassar Ave; Canoga Park;CA 91304;;;
799000.0;4.0;2.0;2106.0;;1817 W 77th St; Los Angeles;CA 90047;;;
949000.0;3.0;2.0;1876.0;;3150 W 78th St; Los Angeles;CA 90043;;;
1175000.0;3.0;3.0;1815.0;;7224 Bouquet Dr; West Hills;CA 91307;;;
539000.0;1.0;2.0;1130.0;;1234 Wilshire Blvd #527; Los Angeles;CA 90017;;;
899000.0;4.0;3.0;1800.0;;4152 Arlington Ave; Los Angeles;CA 90008;5,409 sq ft lot;;Very walkable
649000.0;3.0;2.0;900.0;;1155 E 76th Pl; Los Angeles;CA 90001;4,854 sq ft lot;;Very walkable
749000.0;1.0;1.5;1230.0;;1155 S Grand Ave #1101; Los Angeles;CA 90015;1.21 acre lot;;
995000.0;1.0;2.0;1643.0;;2276 S Beverly Glen Blvd #306; Los Angeles;CA 90064;;;
869000.0;3.0;2.0;1115.0;;17159 Celtic St; Granada Hills;CA 91344;;;
649999.0;3.0;2.0;1945.0;;240 W 70th St; Los Angeles;CA 90003;;;
799000.0;2.0;1.0;1004.0;;7860 Hindry Ave; Los Angeles;CA 90045;;;
355000.0;2.0;2.0;910.0;;18620 Hatteras St #274; Tarzana;CA 91356;;;
1250000.0;4.0;2.0;1575.0;;527 N Hobart Blvd; Los Angeles;CA 90004;;;
1199000.0;3.0;2.0;1857.0;;5727 Geyser Ave; Tarzana;CA 91356;;;
329000.0;1.0;1.0;467.0;;425 S Kenmore Ave #201; Los Angeles;CA 90020;;;
1098000.0;3.0;2.0;1100.0;;3800 Lincoln High Pl; Los Angeles;CA 90031;;;
1000000.0;2.0;1.0;1392.0;;1207 S Harvard Blvd; Los Angeles;CA 90006;;;
1195000.0;3.0;2.0;1826.0;;10966 Strathmore Dr #1; Los Angeles;CA 90024;;;
1198000.0;2.0;1.0;952.0;;4832 York Blvd; Highland Park;CA 90042;;;
1025000.0;2.0;2.0;1586.0;;1505 Purdue Ave #202; Los Angeles;CA 90025;;;
744899.0;3.0;1.0;1200.0;;13341 Aztec Ave; Sylmar;CA 91342;;;
1195000.0;2.0;2.0;1548.0;;3641 4th Ave; Los Angeles;CA 90018;;;
625000.0;2.0;1.0;912.0;;659 W 3rd St; San Pedro;CA 90731;;;
549950.0;2.0;3.0;1300.0;;18347 Saticoy St #37; Reseda;CA 91335;;;
425000.0;1.0;1.0;670.0;;7060 Shoup Ave #199; Canoga Park;CA 91303;;;
989000.0;2.0;2.0;1406.0;;1015 N Kings Rd #302; West Hollywood;CA 90069;0.89 acre lot;;
669000.0;2.0;2.0;1243.0;;6225 Shoup Ave #88; Woodland Hills;CA 91367;;;
899000.0;3.0;3.0;1496.0;;12344 Moorpark St #3; Studio City;CA 91604;;;
899000.0;3.0;2.0;2074.0;;13145 Branford St; Arleta;CA 91331;;;
340000.0;2.0;3.0;1736.0;;2222 S Mesa St #24; San Pedro;CA 90731;;;
679900.0;3.0;2.0;1116.0;;8924 S Budlong Ave; Los Angeles;CA 90044;;;
669900.0;2.0;2.0;848.0;;1327 Exposition Blvd; Los Angeles;CA 90018;;;
624900.0;2.0;2.0;660.0;;1607 W 60th St; Los Angeles;CA 90047;;;
1199000.0;3.0;3.0;1489.0;;1575 Ellsmere Ave; Los Angeles;CA 90019;;;
899995.0;3.0;2.0;960.0;;1831 N Avenue 52; Los Angeles;CA 90042;;;
685000.0;3.0;2.5;1204.0;;10512 Sunland Blvd #2; Sunland;CA 91040;;;
799000.0;4.0;2.0;1356.0;;520 S Concord St; Los Angeles;CA 90063;;;
699000.0;1.0;1.0;810.0;;5806 Waring Ave #14; Los Angeles;CA 90038;;;
588000.0;2.0;2.0;920.0;;5510 Owensmouth Ave #313; Woodland Hills;CA 91367;;;
785000.0;2.0;2.0;1000.0;;12724 Caswell Ave #1; Los Angeles;CA 90066;;;
699000.0;3.0;2.0;1178.0;;2212 Reservoir St; Los Angeles;CA 90026;;;
1249900.0;5.0;3.0;2290.0;;20742 Lull St; Winnetka;CA 91306;;;
1049000.0;4.0;2.0;1404.0;;23314 Haynes; West Hills;CA 91307;;;
160000.0;1.0;1.0;2359.2199488491046;;24815 S Normandie #10; Harbor City;CA 90710;;;
1099000.0;5.0;3.0;1732.0;;10159 Colwell Dr; Sun Valley;CA 91352;;;
125000.0;3.0;1.5;1573.0;;1500 N Cr 150e Rd; Atwood;IL 61913;;3 garage spots;Car-dependent
289000.0;3.0;2.0;1008.0;;88350 Taggart Ln; Scio;OH 43988;12.6 acre lot;;Car-dependent
32400.0;1.0;1.0;840.0;;91505 Kilgore Ridge Rd; Scio;OH 43988;9,801 sq ft lot;;Car-dependent
265000.0;3.0;2.0;1228.0;;86413 N Bay Rd; Scio;OH 43988;0.32 acre lot;;Car-dependent
109000.0;2.0;1.0;2516.153631284916;;116 Maple St; Scio;OH 43988;0.23 acre lot;;Car-dependent
